,ref,year,var,question
958,S6783300,2005,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
959,S6783400,2005,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
960,S6783500,2005,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
961,S6783600,2005,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
962,S6783700,2005,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
963,S6783800,2005,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_OCCODE-200208
964,S6783900,2005,"YEMP, RS OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_OCCODE-200209
965,S7026600,2005,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
966,S7026700,2005,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
967,S7026800,2005,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
968,S7026900,2005,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
969,S7027000,2005,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
970,S7027100,2005,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
971,S7027200,2005,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
972,S7027300,2005,"YEMP, IS EMPLOYER 08 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG08
973,S7027400,2005,"YEMP, IS EMPLOYER 09 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG09
974,S7513700,2006,GROSS FAMILY INCOME,CV_INCOME_FAMILY
975,S7523100,2006,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
976,S7523200,2006,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
977,S7523300,2006,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
978,S7523400,2006,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
979,S7523500,2006,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
980,S7523600,2006,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
981,S7523700,2006,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
982,S7523800,2006,HOURS WORKED PER WEEK AT JOB 08,CV_HRS_PER_WEEK08
983,S7523900,2006,HOURS WORKED PER WEEK AT JOB 09,CV_HRS_PER_WEEK09
984,S7525100,2006,RS MARITAL/COHABIT STATUS,CV_MARSTAT
985,S7525700,2006,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
986,S7545300,2006,RS EMPLOYMENT STATUS RECODE,CV_ESR
987,S7545400,2006,RS COLLAPSED EMPLOYMENT STATUS RECODE,CV_ESR_COLLAPSED
988,S7545500,2006,ROUND 10 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
989,S7545600,2006,ROUND 10 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
990,S8496300,2006,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
991,S8496400,2006,R RECEIVE INCOME? (REFUSE),YINC-1600
992,S8496500,2006,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
993,S8496600,2006,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
994,S8497400,2006,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
995,S8497900,2006,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
996,S8498000,2006,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
997,S8504000,2006,R RECEIVE INCOME FROM JOB PRIOR TO DLI?,YINC-1400A
998,S8504100,2006,TOTAL INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1700A
999,S8504200,2006,ESTIMATED INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1800A
1000,S8688800,2006,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_INDCODE-200201
1001,S8688900,2006,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_INDCODE-200202
1002,S8689000,2006,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_INDCODE-200203
1003,S8689100,2006,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_INDCODE-200204
1004,S8689200,2006,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_INDCODE-200205
1005,S8689300,2006,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_INDCODE-200206
1006,S8689400,2006,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_INDCODE-200207
1007,S8689500,2006,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_INDCODE-200208
1008,S8689600,2006,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_INDCODE-200209
1009,S8689700,2006,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
1010,S8689800,2006,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
1011,S8689900,2006,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
1012,S8690000,2006,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
1013,S8690100,2006,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
1014,S8690200,2006,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
1015,S8690300,2006,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
1016,S8690400,2006,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_OCCODE-200208
1017,S8690500,2006,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_OCCODE-200209
1018,S8997800,2006,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
1019,S8997900,2006,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
1020,S8998000,2006,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
1021,S8998100,2006,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
1022,S8998200,2006,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
1023,S8998300,2006,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
1024,S8998400,2006,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
1025,S8998500,2006,"YEMP, IS EMPLOYER 08 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG08
1026,S8998600,2006,"YEMP, IS EMPLOYER 09 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG09
1027,T0014100,2007,GROSS FAMILY INCOME,CV_INCOME_FAMILY
1028,T0023600,2007,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
1029,T0023700,2007,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
1030,T0023800,2007,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
1031,T0023900,2007,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
1032,T0024000,2007,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
1033,T0024100,2007,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
1034,T0024200,2007,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
1035,T0024300,2007,HOURS WORKED PER WEEK AT JOB 08,CV_HRS_PER_WEEK08
1036,T0025400,2007,RS MARITAL/COHABIT STATUS,CV_MARSTAT
1037,T0026000,2007,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
1038,T0042100,2007,ROUND 11 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
1039,T0042200,2007,ROUND 11 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
1040,T0889600,2007,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
1041,T0889700,2007,R RECEIVE INCOME? (REFUSE),YINC-1600
1042,T0889800,2007,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
1043,T0889900,2007,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
1044,T0890700,2007,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
1045,T0891100,2007,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
1046,T0891200,2007,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
1047,T0897100,2007,R RECEIVE INCOME FROM JOB PRIOR TO DLI?,YINC-1400A
1048,T0897200,2007,TOTAL INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1700A
1049,T0897300,2007,ESTIMATED INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1800A
1050,T1108600,2007,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_INDCODE-200201
1051,T1108700,2007,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_INDCODE-200202
1052,T1108800,2007,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_INDCODE-200203
1053,T1108900,2007,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_INDCODE-200204
1054,T1109000,2007,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_INDCODE-200205
1055,T1109100,2007,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_INDCODE-200206
1056,T1109200,2007,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_INDCODE-200207
1057,T1109300,2007,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_INDCODE-200208
1058,T1109400,2007,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
1059,T1109500,2007,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
1060,T1109600,2007,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
1061,T1109700,2007,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
1062,T1109800,2007,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
1063,T1109900,2007,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
1064,T1110000,2007,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
1065,T1110100,2007,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_OCCODE-200208
1066,T1407700,2007,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
1067,T1407800,2007,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
1068,T1407900,2007,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
1069,T1408000,2007,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
1070,T1408100,2007,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
1071,T1408200,2007,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
1072,T1408300,2007,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
1073,T1408400,2007,"YEMP, IS EMPLOYER 08 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG08
1074,T2016200,2008,GROSS FAMILY INCOME,CV_INCOME_FAMILY
1075,T2018500,2008,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
1076,T2018600,2008,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
1077,T2018700,2008,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
1078,T2018800,2008,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
1079,T2018900,2008,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
1080,T2019000,2008,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
1081,T2019100,2008,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
1082,T2019200,2008,HOURS WORKED PER WEEK AT JOB 08,CV_HRS_PER_WEEK08
1083,T2020300,2008,RS MARITAL/COHABIT STATUS,CV_MARSTAT
1084,T2020900,2008,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
1085,T2022500,2008,ROUND 12 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
1086,T2022600,2008,ROUND 12 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
1087,T3002800,2008,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
1088,T3002900,2008,R RECEIVE INCOME? (REFUSE),YINC-1600
1089,T3003000,2008,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
1090,T3003100,2008,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
1091,T3003900,2008,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
1092,T3004300,2008,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
1093,T3004400,2008,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
1094,T3010400,2008,R RECEIVE INCOME FROM JOB PRIOR TO DLI?,YINC-1400A
1095,T3010500,2008,TOTAL INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1700A
1096,T3010600,2008,ESTIMATED INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1800A
1097,T3186000,2008,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_INDCODE-200201
1098,T3186100,2008,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_INDCODE-200202
1099,T3186200,2008,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_INDCODE-200203
1100,T3186300,2008,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_INDCODE-200204
1101,T3186400,2008,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_INDCODE-200205
1102,T3186500,2008,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_INDCODE-200206
1103,T3186600,2008,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_INDCODE-200207
1104,T3186700,2008,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_INDCODE-200208
1105,T3186800,2008,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_INDCODE-200209
1106,T3186900,2008,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
1107,T3187000,2008,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
1108,T3187100,2008,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
1109,T3187200,2008,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
1110,T3187300,2008,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
1111,T3187400,2008,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
1112,T3187500,2008,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
1113,T3187600,2008,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_OCCODE-200208
1114,T3187700,2008,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_OCCODE-200209
1115,T3504400,2008,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
1116,T3504500,2008,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
1117,T3504600,2008,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
1118,T3504700,2008,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
1119,T3504800,2008,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
1120,T3504900,2008,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
1121,T3505000,2008,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
1122,T3505100,2008,"YEMP, IS EMPLOYER 08 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG08
1123,T3606500,2009,GROSS FAMILY INCOME,CV_INCOME_FAMILY
1124,T3609000,2009,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
1125,T3609100,2009,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
1126,T3609200,2009,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
1127,T3609300,2009,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
1128,T3609400,2009,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
1129,T3609500,2009,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
1130,T3609600,2009,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
1131,T3609700,2009,HOURS WORKED PER WEEK AT JOB 08,CV_HRS_PER_WEEK08
1132,T3609800,2009,HOURS WORKED PER WEEK AT JOB 09,CV_HRS_PER_WEEK09
1133,T3611000,2009,RS MARITAL/COHABIT STATUS,CV_MARSTAT
1134,T3611600,2009,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
1135,T3613300,2009,ROUND 13 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
1136,T3613400,2009,ROUND 13 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
1137,T4405800,2009,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
1138,T4405900,2009,R RECEIVE INCOME? (REFUSE),YINC-1600
1139,T4406000,2009,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
1140,T4406100,2009,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
1141,T4406900,2009,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
1142,T4407300,2009,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
1143,T4407400,2009,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
1144,T4411200,2009,R RECEIVE INCOME FROM JOB PRIOR TO DLI?,YINC-1400A
1145,T4411300,2009,TOTAL INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1700A
1146,T4411400,2009,ESTIMATED INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1800A
1147,T4596900,2009,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_INDCODE-200201
1148,T4597000,2009,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_INDCODE-200202
1149,T4597100,2009,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_INDCODE-200203
1150,T4597200,2009,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_INDCODE-200204
1151,T4597300,2009,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_INDCODE-200205
1152,T4597400,2009,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_INDCODE-200206
1153,T4597500,2009,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_INDCODE-200207
1154,T4597600,2009,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_INDCODE-200208
1155,T4597700,2009,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_INDCODE-200209
1156,T4597800,2009,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
1157,T4597900,2009,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
1158,T4598000,2009,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
1159,T4598100,2009,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
1160,T4598200,2009,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
1161,T4598300,2009,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
1162,T4598400,2009,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
1163,T4598500,2009,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_OCCODE-200208
1164,T4598600,2009,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_OCCODE-200209
1165,T4934100,2009,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
1166,T4934200,2009,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
1167,T4934300,2009,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
1168,T4934400,2009,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
1169,T4934500,2009,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
1170,T4934600,2009,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
1171,T4934700,2009,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
1172,T4934800,2009,"YEMP, IS EMPLOYER 08 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG08
1173,T4934900,2009,"YEMP, IS EMPLOYER 09 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG09
1174,T5206900,2010,GROSS FAMILY INCOME,CV_INCOME_FAMILY
1175,T5209400,2010,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
1176,T5209500,2010,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
1177,T5209600,2010,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
1178,T5209700,2010,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
1179,T5209800,2010,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
